HITId,WorkerId,WorkTimeInSeconds,InstanceIds
f06240b947952508092520adff8f614968b3ceff,8d46c1461b7dd162f5d19294febb84d81920affc,51,"n03617480_386.JPEG, n02769748_359.JPEG, n03706229_265.JPEG, n03706229_183.JPEG, n09193705_237.JPEG, n04133789_211.JPEG, n02963159_364.JPEG, n07873807_432.JPEG, n04456115_362.JPEG, n03838899_249.JPEG"
f06240b947952508092520adff8f614968b3ceff,d66c46dbd633d1becfb5754e8622719c463cdc23,478,"n03617480_386.JPEG, n02769748_359.JPEG, n03706229_265.JPEG, n03706229_183.JPEG, n09193705_237.JPEG, n04133789_211.JPEG, n02963159_364.JPEG, n07873807_432.JPEG, n04456115_362.JPEG, n03838899_249.JPEG"
f06240b947952508092520adff8f614968b3ceff,8327a817d5bcc230f35e9bdcdefa503ca9d1ee1b,103,"n03617480_386.JPEG, n02769748_359.JPEG, n03706229_265.JPEG, n03706229_183.JPEG, n09193705_237.JPEG, n04133789_211.JPEG, n02963159_364.JPEG, n07873807_432.JPEG, n04456115_362.JPEG, n03838899_249.JPEG"
51cd41cb623b53132aae0971bdb380a75eb7a468,d5c4904da727265c403bf2a401419b940d0d82e8,69,"n03706229_274.JPEG, n07873807_23.JPEG, n02769748_41.JPEG, n04133789_462.JPEG, n02769748_197.JPEG, n03838899_383.JPEG, n04133789_25.JPEG, n07873807_332.JPEG, n03838899_296.JPEG, n03617480_301.JPEG"
51cd41cb623b53132aae0971bdb380a75eb7a468,5c3e1e2258de3c68f5a9e581759dba88bdd0a4ff,400,"n03706229_274.JPEG, n07873807_23.JPEG, n02769748_41.JPEG, n04133789_462.JPEG, n02769748_197.JPEG, n03838899_383.JPEG, n04133789_25.JPEG, n07873807_332.JPEG, n03838899_296.JPEG, n03617480_301.JPEG"
51cd41cb623b53132aae0971bdb380a75eb7a468,b9f7c6bf5bb275eb4dfce593b1c43c9fd25c4124,459,"n03706229_274.JPEG, n07873807_23.JPEG, n02769748_41.JPEG, n04133789_462.JPEG, n02769748_197.JPEG, n03838899_383.JPEG, n04133789_25.JPEG, n07873807_332.JPEG, n03838899_296.JPEG, n03617480_301.JPEG"
6bf86ebaf6abaf6190b4cbb53ee2bb17de4f9cf9,b4e816eb4cc6c22e9e83006c00dde597a3f7b6e9,53,"n03838899_204.JPEG, n04456115_80.JPEG, n02963159_271.JPEG, n02769748_292.JPEG, n02963159_358.JPEG, n02281406_60.JPEG, n02769748_425.JPEG, n03838899_498.JPEG, n04133789_327.JPEG, n09193705_30.JPEG"
6bf86ebaf6abaf6190b4cbb53ee2bb17de4f9cf9,9c7ac7ffd2d34470439071be5f1fea4d97f44b41,539,"n03838899_204.JPEG, n04456115_80.JPEG, n02963159_271.JPEG, n02769748_292.JPEG, n02963159_358.JPEG, n02281406_60.JPEG, n02769748_425.JPEG, n03838899_498.JPEG, n04133789_327.JPEG, n09193705_30.JPEG"
6bf86ebaf6abaf6190b4cbb53ee2bb17de4f9cf9,c426ffe41389a40ba68a3ad0416131a1d09ff0a7,220,"n03838899_204.JPEG, n04456115_80.JPEG, n02963159_271.JPEG, n02769748_292.JPEG, n02963159_358.JPEG, n02281406_60.JPEG, n02769748_425.JPEG, n03838899_498.JPEG, n04133789_327.JPEG, n09193705_30.JPEG"
40e8407c3feb637a0364f326c2113414d1c6e0f0,625af0c5b1caccb5409a88bbac29bed3bc8443f6,24,"n04133789_411.JPEG, n02769748_270.JPEG, n09193705_50.JPEG, n09193705_102.JPEG, n02281406_138.JPEG, n02281406_159.JPEG, n07873807_415.JPEG, n07873807_131.JPEG, n03706229_393.JPEG, n07873807_348.JPEG"
40e8407c3feb637a0364f326c2113414d1c6e0f0,444426ab0d573ffb81c22fde4228c8c4fb1ebc88,57,"n04133789_411.JPEG, n02769748_270.JPEG, n09193705_50.JPEG, n09193705_102.JPEG, n02281406_138.JPEG, n02281406_159.JPEG, n07873807_415.JPEG, n07873807_131.JPEG, n03706229_393.JPEG, n07873807_348.JPEG"
40e8407c3feb637a0364f326c2113414d1c6e0f0,2a8a4898f1f45ea85fce487fb3b58372b9ed3b35,35,"n04133789_411.JPEG, n02769748_270.JPEG, n09193705_50.JPEG, n09193705_102.JPEG, n02281406_138.JPEG, n02281406_159.JPEG, n07873807_415.JPEG, n07873807_131.JPEG, n03706229_393.JPEG, n07873807_348.JPEG"
57b89f6dd7787d7c9fa9feb2228e0e89d6b4696d,165c1bc7fbbb639549c1e74086d91103e17b58c5,98,"n04456115_486.JPEG, n03706229_451.JPEG, n03617480_420.JPEG, n04456115_347.JPEG, n04133789_3.JPEG, n03706229_288.JPEG, n09193705_120.JPEG, n04456115_114.JPEG, n07873807_374.JPEG, n03706229_344.JPEG"
57b89f6dd7787d7c9fa9feb2228e0e89d6b4696d,ca875c991fc5c631e841638c34ea0f403f3c33a3,568,"n04456115_486.JPEG, n03706229_451.JPEG, n03617480_420.JPEG, n04456115_347.JPEG, n04133789_3.JPEG, n03706229_288.JPEG, n09193705_120.JPEG, n04456115_114.JPEG, n07873807_374.JPEG, n03706229_344.JPEG"
57b89f6dd7787d7c9fa9feb2228e0e89d6b4696d,682aa25b3646aeb83cc6b5daeefbf1b6833b7dab,305,"n04456115_486.JPEG, n03706229_451.JPEG, n03617480_420.JPEG, n04456115_347.JPEG, n04133789_3.JPEG, n03706229_288.JPEG, n09193705_120.JPEG, n04456115_114.JPEG, n07873807_374.JPEG, n03706229_344.JPEG"
bb35d4d804de71e8307f0db063b46376d8086f1c,8b47caf20104e3d448c0398fff1aab8e92bd04b7,48,"n02281406_166.JPEG, n02963159_12.JPEG, n03706229_188.JPEG, n03838899_215.JPEG, n04133789_370.JPEG, n04133789_128.JPEG, n03838899_177.JPEG, n02963159_353.JPEG, n02769748_39.JPEG, n04133789_76.JPEG"
bb35d4d804de71e8307f0db063b46376d8086f1c,af4909e12a8042922eb26fd20fd9f65ad9c39d89,344,"n02281406_166.JPEG, n02963159_12.JPEG, n03706229_188.JPEG, n03838899_215.JPEG, n04133789_370.JPEG, n04133789_128.JPEG, n03838899_177.JPEG, n02963159_353.JPEG, n02769748_39.JPEG, n04133789_76.JPEG"
bb35d4d804de71e8307f0db063b46376d8086f1c,448f60985fef17a03a71f69fac04168986d69f42,495,"n02281406_166.JPEG, n02963159_12.JPEG, n03706229_188.JPEG, n03838899_215.JPEG, n04133789_370.JPEG, n04133789_128.JPEG, n03838899_177.JPEG, n02963159_353.JPEG, n02769748_39.JPEG, n04133789_76.JPEG"
1ddfdaae7e7ca9ef56692ba1f8fe7bfbba0703ba,c67675ed3c5a8a995e383f841ea3ca0cd803716a,138,"n04133789_131.JPEG, n02963159_24.JPEG, n09193705_21.JPEG, n03617480_197.JPEG, n09193705_195.JPEG, n04133789_136.JPEG, n04133789_317.JPEG, n09193705_94.JPEG, n03617480_178.JPEG, n03706229_135.JPEG"
1ddfdaae7e7ca9ef56692ba1f8fe7bfbba0703ba,c426ffe41389a40ba68a3ad0416131a1d09ff0a7,225,"n04133789_131.JPEG, n02963159_24.JPEG, n09193705_21.JPEG, n03617480_197.JPEG, n09193705_195.JPEG, n04133789_136.JPEG, n04133789_317.JPEG, n09193705_94.JPEG, n03617480_178.JPEG, n03706229_135.JPEG"
1ddfdaae7e7ca9ef56692ba1f8fe7bfbba0703ba,cc764cd594cca41913c9866eb80fed1c75b2ec84,572,"n04133789_131.JPEG, n02963159_24.JPEG, n09193705_21.JPEG, n03617480_197.JPEG, n09193705_195.JPEG, n04133789_136.JPEG, n04133789_317.JPEG, n09193705_94.JPEG, n03617480_178.JPEG, n03706229_135.JPEG"
85132ad9e139e4c7003309373c511e6c68916ec3,eb1de028edefa9ec6dac999b0a1c76fbb4dd5bbd,387,"n04133789_207.JPEG, n09193705_327.JPEG, n02963159_149.JPEG, n07873807_290.JPEG, n04133789_482.JPEG, n02769748_243.JPEG, n04133789_91.JPEG, n07873807_151.JPEG, n03838899_251.JPEG, n03617480_331.JPEG"
85132ad9e139e4c7003309373c511e6c68916ec3,fbbf2951e9346652e9d5b800fa40a484efa271ed,397,"n04133789_207.JPEG, n09193705_327.JPEG, n02963159_149.JPEG, n07873807_290.JPEG, n04133789_482.JPEG, n02769748_243.JPEG, n04133789_91.JPEG, n07873807_151.JPEG, n03838899_251.JPEG, n03617480_331.JPEG"
85132ad9e139e4c7003309373c511e6c68916ec3,9c9861adcbd3f6ab4e147dbd6a8b874fc99c123d,367,"n04133789_207.JPEG, n09193705_327.JPEG, n02963159_149.JPEG, n07873807_290.JPEG, n04133789_482.JPEG, n02769748_243.JPEG, n04133789_91.JPEG, n07873807_151.JPEG, n03838899_251.JPEG, n03617480_331.JPEG"
c904ea2592dd4628063a04e9990e62b2c517fca3,cfb78b8cefa9c28c2602de7c0e8101f7eb208c72,584,"n07873807_121.JPEG, n02281406_202.JPEG, n07873807_41.JPEG, n02963159_202.JPEG, n09193705_210.JPEG, n02281406_7.JPEG, n07873807_435.JPEG, n09193705_151.JPEG, n03838899_77.JPEG, n09193705_23.JPEG"
c904ea2592dd4628063a04e9990e62b2c517fca3,0e3f86af2fbe7a806e49490f27d8a8429039cc9c,157,"n07873807_121.JPEG, n02281406_202.JPEG, n07873807_41.JPEG, n02963159_202.JPEG, n09193705_210.JPEG, n02281406_7.JPEG, n07873807_435.JPEG, n09193705_151.JPEG, n03838899_77.JPEG, n09193705_23.JPEG"
c904ea2592dd4628063a04e9990e62b2c517fca3,5da50be35ff25227ebbbb596a53aa8caa759cd70,190,"n07873807_121.JPEG, n02281406_202.JPEG, n07873807_41.JPEG, n02963159_202.JPEG, n09193705_210.JPEG, n02281406_7.JPEG, n07873807_435.JPEG, n09193705_151.JPEG, n03838899_77.JPEG, n09193705_23.JPEG"
945f5882407b8a82cdad12efd05d2db3761e247f,e879fae43a9cd5dddb408a4756ebb5e1fa26da85,91,"n04456115_402.JPEG, n02281406_223.JPEG, n09193705_62.JPEG, n04133789_36.JPEG, n03706229_264.JPEG, n04133789_74.JPEG, n02281406_457.JPEG, n03838899_261.JPEG, n04456115_496.JPEG, n07873807_110.JPEG"
945f5882407b8a82cdad12efd05d2db3761e247f,fbbf2951e9346652e9d5b800fa40a484efa271ed,174,"n04456115_402.JPEG, n02281406_223.JPEG, n09193705_62.JPEG, n04133789_36.JPEG, n03706229_264.JPEG, n04133789_74.JPEG, n02281406_457.JPEG, n03838899_261.JPEG, n04456115_496.JPEG, n07873807_110.JPEG"
945f5882407b8a82cdad12efd05d2db3761e247f,de3a51d111856a72371cc15c0738df676ab3b716,154,"n04456115_402.JPEG, n02281406_223.JPEG, n09193705_62.JPEG, n04133789_36.JPEG, n03706229_264.JPEG, n04133789_74.JPEG, n02281406_457.JPEG, n03838899_261.JPEG, n04456115_496.JPEG, n07873807_110.JPEG"
bcd06258a84a7f4f3f4f470456b334d260ff88b7,ff8bcabcdc9a0be67b85c361a68ee90688d2ffea,37,"n09193705_326.JPEG, n04456115_197.JPEG, n03706229_423.JPEG, n04133789_341.JPEG, n07873807_73.JPEG, n03617480_155.JPEG, n02963159_382.JPEG, n02963159_107.JPEG, n03617480_248.JPEG, n04456115_32.JPEG"
bcd06258a84a7f4f3f4f470456b334d260ff88b7,d9d64a57fc3e9594cc8737def28058074c8175a6,557,"n09193705_326.JPEG, n04456115_197.JPEG, n03706229_423.JPEG, n04133789_341.JPEG, n07873807_73.JPEG, n03617480_155.JPEG, n02963159_382.JPEG, n02963159_107.JPEG, n03617480_248.JPEG, n04456115_32.JPEG"
bcd06258a84a7f4f3f4f470456b334d260ff88b7,b68dc572a05c461054abcaf7ec25393637f9417c,312,"n09193705_326.JPEG, n04456115_197.JPEG, n03706229_423.JPEG, n04133789_341.JPEG, n07873807_73.JPEG, n03617480_155.JPEG, n02963159_382.JPEG, n02963159_107.JPEG, n03617480_248.JPEG, n04456115_32.JPEG"
7eabce743d5ff386efd25764efa3a5e391b42fd7,18a942cf816d1a63fff2d11f5dd778772aa8914d,63,"n03617480_58.JPEG, n02769748_294.JPEG, n07873807_339.JPEG, n09193705_350.JPEG, n02769748_92.JPEG, n02769748_481.JPEG, n04456115_379.JPEG, n04133789_78.JPEG, n03838899_359.JPEG, n03838899_473.JPEG"
7eabce743d5ff386efd25764efa3a5e391b42fd7,f0c238b75da4b0d6c36a158a462a7828c8b7f75d,191,"n03617480_58.JPEG, n02769748_294.JPEG, n07873807_339.JPEG, n09193705_350.JPEG, n02769748_92.JPEG, n02769748_481.JPEG, n04456115_379.JPEG, n04133789_78.JPEG, n03838899_359.JPEG, n03838899_473.JPEG"
7eabce743d5ff386efd25764efa3a5e391b42fd7,fcf9190c5ede637159952acae37b07f367dd9c2f,139,"n03617480_58.JPEG, n02769748_294.JPEG, n07873807_339.JPEG, n09193705_350.JPEG, n02769748_92.JPEG, n02769748_481.JPEG, n04456115_379.JPEG, n04133789_78.JPEG, n03838899_359.JPEG, n03838899_473.JPEG"
1981fce03ad144c7c140f5e0d29ea71d6bc32125,bd3aafc799afb620f88d1037ea78ea7cc8a417e9,146,"n02769748_133.JPEG, n09193705_351.JPEG, n02281406_114.JPEG, n02769748_361.JPEG, n04456115_427.JPEG, n02963159_277.JPEG, n04133789_243.JPEG, n03706229_207.JPEG, n03617480_66.JPEG, n03838899_200.JPEG"
1981fce03ad144c7c140f5e0d29ea71d6bc32125,65a2b36ea6567144560b08ed4fd7bfb8295fa501,69,"n02769748_133.JPEG, n09193705_351.JPEG, n02281406_114.JPEG, n02769748_361.JPEG, n04456115_427.JPEG, n02963159_277.JPEG, n04133789_243.JPEG, n03706229_207.JPEG, n03617480_66.JPEG, n03838899_200.JPEG"
1981fce03ad144c7c140f5e0d29ea71d6bc32125,db09d51a4ba54cd5842546523a191530c6bbdc72,211,"n02769748_133.JPEG, n09193705_351.JPEG, n02281406_114.JPEG, n02769748_361.JPEG, n04456115_427.JPEG, n02963159_277.JPEG, n04133789_243.JPEG, n03706229_207.JPEG, n03617480_66.JPEG, n03838899_200.JPEG"
9614521ee5a11d99fd90292642265ac72773482d,2f3916d505ac51c7329cbc371610c0f28635391f,30,"n02769748_343.JPEG, n03706229_74.JPEG, n03706229_309.JPEG, n02281406_340.JPEG, n03706229_336.JPEG, n03706229_420.JPEG, n03617480_378.JPEG, n07873807_309.JPEG, n03617480_90.JPEG, n03617480_93.JPEG"
9614521ee5a11d99fd90292642265ac72773482d,d9d64a57fc3e9594cc8737def28058074c8175a6,567,"n02769748_343.JPEG, n03706229_74.JPEG, n03706229_309.JPEG, n02281406_340.JPEG, n03706229_336.JPEG, n03706229_420.JPEG, n03617480_378.JPEG, n07873807_309.JPEG, n03617480_90.JPEG, n03617480_93.JPEG"
9614521ee5a11d99fd90292642265ac72773482d,677fb2984ed664c040fe3a137dbe70c1b7ed5446,400,"n02769748_343.JPEG, n03706229_74.JPEG, n03706229_309.JPEG, n02281406_340.JPEG, n03706229_336.JPEG, n03706229_420.JPEG, n03617480_378.JPEG, n07873807_309.JPEG, n03617480_90.JPEG, n03617480_93.JPEG"
210295710e17c85696266ea2d34deb410b064070,89b4c59f995b3cce18a17a6015438679e6bd196f,229,"n02281406_270.JPEG, n03706229_39.JPEG, n02963159_357.JPEG, n03706229_115.JPEG, n03838899_146.JPEG, n02963159_145.JPEG, n02963159_223.JPEG, n02281406_117.JPEG, n04133789_251.JPEG, n02963159_71.JPEG"
210295710e17c85696266ea2d34deb410b064070,cc764cd594cca41913c9866eb80fed1c75b2ec84,566,"n02281406_270.JPEG, n03706229_39.JPEG, n02963159_357.JPEG, n03706229_115.JPEG, n03838899_146.JPEG, n02963159_145.JPEG, n02963159_223.JPEG, n02281406_117.JPEG, n04133789_251.JPEG, n02963159_71.JPEG"
210295710e17c85696266ea2d34deb410b064070,7aefb0aa0ca3167ba10e1a573231092a3fc40cfa,404,"n02281406_270.JPEG, n03706229_39.JPEG, n02963159_357.JPEG, n03706229_115.JPEG, n03838899_146.JPEG, n02963159_145.JPEG, n02963159_223.JPEG, n02281406_117.JPEG, n04133789_251.JPEG, n02963159_71.JPEG"
8be0daa2a69e14d1b5eed86bf864d71e420519b9,a21c37b5e462cec53a8932ea59500275a9b3530a,97,"n09193705_271.JPEG, n02281406_496.JPEG, n04456115_159.JPEG, n07873807_243.JPEG, n07873807_160.JPEG, n03706229_397.JPEG, n02281406_74.JPEG, n02281406_162.JPEG, n04133789_473.JPEG, n04133789_381.JPEG"
8be0daa2a69e14d1b5eed86bf864d71e420519b9,a4f82a3c9af902c4b984215839ae93ab4cd524a6,360,"n09193705_271.JPEG, n02281406_496.JPEG, n04456115_159.JPEG, n07873807_243.JPEG, n07873807_160.JPEG, n03706229_397.JPEG, n02281406_74.JPEG, n02281406_162.JPEG, n04133789_473.JPEG, n04133789_381.JPEG"
8be0daa2a69e14d1b5eed86bf864d71e420519b9,19a0e89464cc877639a4aa68c067b6b4d3d2bdce,254,"n09193705_271.JPEG, n02281406_496.JPEG, n04456115_159.JPEG, n07873807_243.JPEG, n07873807_160.JPEG, n03706229_397.JPEG, n02281406_74.JPEG, n02281406_162.JPEG, n04133789_473.JPEG, n04133789_381.JPEG"
cb03144506bd885b4e7a122770d07a4d83e954dc,464b3e0d3f985087c43894054d844855b7b82747,124,"n02963159_327.JPEG, n02281406_52.JPEG, n02769748_473.JPEG, n09193705_103.JPEG, n02281406_369.JPEG, n02963159_252.JPEG, n02963159_261.JPEG, n03838899_252.JPEG, n04456115_168.JPEG, n09193705_462.JPEG"
cb03144506bd885b4e7a122770d07a4d83e954dc,cfb78b8cefa9c28c2602de7c0e8101f7eb208c72,401,"n02963159_327.JPEG, n02281406_52.JPEG, n02769748_473.JPEG, n09193705_103.JPEG, n02281406_369.JPEG, n02963159_252.JPEG, n02963159_261.JPEG, n03838899_252.JPEG, n04456115_168.JPEG, n09193705_462.JPEG"
cb03144506bd885b4e7a122770d07a4d83e954dc,19a0e89464cc877639a4aa68c067b6b4d3d2bdce,497,"n02963159_327.JPEG, n02281406_52.JPEG, n02769748_473.JPEG, n09193705_103.JPEG, n02281406_369.JPEG, n02963159_252.JPEG, n02963159_261.JPEG, n03838899_252.JPEG, n04456115_168.JPEG, n09193705_462.JPEG"
7dfbcc5bbf217180c5413c557d662c3ca56fa4b2,2f3916d505ac51c7329cbc371610c0f28635391f,78,"n09193705_452.JPEG, n03706229_486.JPEG, n03617480_406.JPEG, n03838899_432.JPEG, n02769748_201.JPEG, n03706229_137.JPEG, n09193705_416.JPEG, n09193705_457.JPEG, n07873807_67.JPEG, n03706229_332.JPEG"
7dfbcc5bbf217180c5413c557d662c3ca56fa4b2,accefffaf3b5c4b856ed8f77d21eb1bfcafc1979,138,"n09193705_452.JPEG, n03706229_486.JPEG, n03617480_406.JPEG, n03838899_432.JPEG, n02769748_201.JPEG, n03706229_137.JPEG, n09193705_416.JPEG, n09193705_457.JPEG, n07873807_67.JPEG, n03706229_332.JPEG"
7dfbcc5bbf217180c5413c557d662c3ca56fa4b2,29c35a84f82baff1bb386c04ce6a6c994ecdcb67,178,"n09193705_452.JPEG, n03706229_486.JPEG, n03617480_406.JPEG, n03838899_432.JPEG, n02769748_201.JPEG, n03706229_137.JPEG, n09193705_416.JPEG, n09193705_457.JPEG, n07873807_67.JPEG, n03706229_332.JPEG"
b68969cbd20e2280eba5a5f3f974a9ad9615ae8b,a21c37b5e462cec53a8932ea59500275a9b3530a,208,"n07873807_418.JPEG, n09193705_414.JPEG, n02281406_67.JPEG, n07873807_273.JPEG, n03838899_366.JPEG, n04133789_353.JPEG, n07873807_107.JPEG, n02281406_431.JPEG, n03838899_73.JPEG, n03706229_375.JPEG"
b68969cbd20e2280eba5a5f3f974a9ad9615ae8b,cff58667749d30253b56a9e7354e7f45f80deae0,262,"n07873807_418.JPEG, n09193705_414.JPEG, n02281406_67.JPEG, n07873807_273.JPEG, n03838899_366.JPEG, n04133789_353.JPEG, n07873807_107.JPEG, n02281406_431.JPEG, n03838899_73.JPEG, n03706229_375.JPEG"
b68969cbd20e2280eba5a5f3f974a9ad9615ae8b,935d98f02d86f326721b6c923b96197941dc5e75,315,"n07873807_418.JPEG, n09193705_414.JPEG, n02281406_67.JPEG, n07873807_273.JPEG, n03838899_366.JPEG, n04133789_353.JPEG, n07873807_107.JPEG, n02281406_431.JPEG, n03838899_73.JPEG, n03706229_375.JPEG"
3b8432b1ca7dcd02e138770a0695411a6897b12c,59e221d65924eab9bbfb778249203a5d767c3135,222,"n04456115_425.JPEG, n07873807_453.JPEG, n07873807_79.JPEG, n04133789_488.JPEG, n02281406_465.JPEG, n02963159_158.JPEG, n04456115_311.JPEG, n04456115_139.JPEG, n03617480_398.JPEG, n09193705_98.JPEG"
3b8432b1ca7dcd02e138770a0695411a6897b12c,f360538807bb173ae6f3a3cadf220c1b5f1b0e0f,386,"n04456115_425.JPEG, n07873807_453.JPEG, n07873807_79.JPEG, n04133789_488.JPEG, n02281406_465.JPEG, n02963159_158.JPEG, n04456115_311.JPEG, n04456115_139.JPEG, n03617480_398.JPEG, n09193705_98.JPEG"
3b8432b1ca7dcd02e138770a0695411a6897b12c,66aab639b5c504aa8024e2b381ca9edf161c5b58,256,"n04456115_425.JPEG, n07873807_453.JPEG, n07873807_79.JPEG, n04133789_488.JPEG, n02281406_465.JPEG, n02963159_158.JPEG, n04456115_311.JPEG, n04456115_139.JPEG, n03617480_398.JPEG, n09193705_98.JPEG"
f434f507a6bd98807ed467f572daf21bd30b5224,b4e816eb4cc6c22e9e83006c00dde597a3f7b6e9,84,"n03617480_194.JPEG, n02281406_137.JPEG, n02769748_158.JPEG, n03838899_205.JPEG, n07873807_186.JPEG, n09193705_192.JPEG, n07873807_380.JPEG, n02769748_431.JPEG, n03838899_233.JPEG, n03838899_411.JPEG"
f434f507a6bd98807ed467f572daf21bd30b5224,9d16661dd899145c1e5450fd2a7b1b26443d58d6,143,"n03617480_194.JPEG, n02281406_137.JPEG, n02769748_158.JPEG, n03838899_205.JPEG, n07873807_186.JPEG, n09193705_192.JPEG, n07873807_380.JPEG, n02769748_431.JPEG, n03838899_233.JPEG, n03838899_411.JPEG"
f434f507a6bd98807ed467f572daf21bd30b5224,b9f7c6bf5bb275eb4dfce593b1c43c9fd25c4124,379,"n03617480_194.JPEG, n02281406_137.JPEG, n02769748_158.JPEG, n03838899_205.JPEG, n07873807_186.JPEG, n09193705_192.JPEG, n07873807_380.JPEG, n02769748_431.JPEG, n03838899_233.JPEG, n03838899_411.JPEG"
7aed56a69a3ab32e8f6167db59cc9226249be619,1b4565ae213fc50829133b8d126cf2de0af09213,350,"n03617480_309.JPEG, n03706229_432.JPEG, n03706229_53.JPEG, n02963159_109.JPEG, n02769748_476.JPEG, n07873807_14.JPEG, n07873807_66.JPEG, n04133789_468.JPEG, n02769748_68.JPEG, n07873807_322.JPEG"
7aed56a69a3ab32e8f6167db59cc9226249be619,4117f7105d61564fbff5256092d8b515e6a2a0a5,482,"n03617480_309.JPEG, n03706229_432.JPEG, n03706229_53.JPEG, n02963159_109.JPEG, n02769748_476.JPEG, n07873807_14.JPEG, n07873807_66.JPEG, n04133789_468.JPEG, n02769748_68.JPEG, n07873807_322.JPEG"
7aed56a69a3ab32e8f6167db59cc9226249be619,5dcd434ed339665b792e5fab057839d3f3c7db7f,245,"n03617480_309.JPEG, n03706229_432.JPEG, n03706229_53.JPEG, n02963159_109.JPEG, n02769748_476.JPEG, n07873807_14.JPEG, n07873807_66.JPEG, n04133789_468.JPEG, n02769748_68.JPEG, n07873807_322.JPEG"
7ad0586666abca1540d58cfb671e5f98bf813a66,cc764cd594cca41913c9866eb80fed1c75b2ec84,441,"n03617480_10.JPEG, n04456115_435.JPEG, n04133789_244.JPEG, n04456115_145.JPEG, n07873807_237.JPEG, n04456115_422.JPEG, n03706229_100.JPEG, n04456115_499.JPEG, n04456115_36.JPEG, n04133789_296.JPEG"
7ad0586666abca1540d58cfb671e5f98bf813a66,b9f7c6bf5bb275eb4dfce593b1c43c9fd25c4124,581,"n03617480_10.JPEG, n04456115_435.JPEG, n04133789_244.JPEG, n04456115_145.JPEG, n07873807_237.JPEG, n04456115_422.JPEG, n03706229_100.JPEG, n04456115_499.JPEG, n04456115_36.JPEG, n04133789_296.JPEG"
7ad0586666abca1540d58cfb671e5f98bf813a66,49355f049649eed0981822ff26205f1b89bf8ab7,505,"n03617480_10.JPEG, n04456115_435.JPEG, n04133789_244.JPEG, n04456115_145.JPEG, n07873807_237.JPEG, n04456115_422.JPEG, n03706229_100.JPEG, n04456115_499.JPEG, n04456115_36.JPEG, n04133789_296.JPEG"
4c525bcb3a109a6ad4a16469eb0c95c3ed3a81e1,263b4902d4bd7a6cd38c61a77932c56b0391bab9,148,"n07873807_45.JPEG, n04133789_397.JPEG, n02963159_162.JPEG, n07873807_133.JPEG, n04133789_483.JPEG, n02281406_201.JPEG, n02769748_89.JPEG, n09193705_240.JPEG, n02963159_319.JPEG, n03617480_20.JPEG"
4c525bcb3a109a6ad4a16469eb0c95c3ed3a81e1,9592ee8b6064b9bf1868a8bd4edad999d9658903,239,"n07873807_45.JPEG, n04133789_397.JPEG, n02963159_162.JPEG, n07873807_133.JPEG, n04133789_483.JPEG, n02281406_201.JPEG, n02769748_89.JPEG, n09193705_240.JPEG, n02963159_319.JPEG, n03617480_20.JPEG"
4c525bcb3a109a6ad4a16469eb0c95c3ed3a81e1,677fb2984ed664c040fe3a137dbe70c1b7ed5446,443,"n07873807_45.JPEG, n04133789_397.JPEG, n02963159_162.JPEG, n07873807_133.JPEG, n04133789_483.JPEG, n02281406_201.JPEG, n02769748_89.JPEG, n09193705_240.JPEG, n02963159_319.JPEG, n03617480_20.JPEG"
cbcfdaccd600b08bd73c0aac4fdb5ad8c654ba74,d578127fbe29cd8df6508ce5b084ba9a2b835133,250,"n02769748_492.JPEG, n02769748_162.JPEG, n09193705_302.JPEG, n02281406_460.JPEG, n02963159_365.JPEG, n02281406_269.JPEG, n03617480_442.JPEG, n02769748_317.JPEG, n02281406_200.JPEG, n09193705_373.JPEG"
cbcfdaccd600b08bd73c0aac4fdb5ad8c654ba74,5c3e1e2258de3c68f5a9e581759dba88bdd0a4ff,509,"n02769748_492.JPEG, n02769748_162.JPEG, n09193705_302.JPEG, n02281406_460.JPEG, n02963159_365.JPEG, n02281406_269.JPEG, n03617480_442.JPEG, n02769748_317.JPEG, n02281406_200.JPEG, n09193705_373.JPEG"
cbcfdaccd600b08bd73c0aac4fdb5ad8c654ba74,3b1a79902496e1150995875634003272c6de7d7d,314,"n02769748_492.JPEG, n02769748_162.JPEG, n09193705_302.JPEG, n02281406_460.JPEG, n02963159_365.JPEG, n02281406_269.JPEG, n03617480_442.JPEG, n02769748_317.JPEG, n02281406_200.JPEG, n09193705_373.JPEG"
a2ea778f7685be30e652abaa9ee8410abccfd8af,6865fb22a0e885117fcddea96e0ef35c630cefef,94,"n04456115_279.JPEG, n03706229_129.JPEG, n03706229_367.JPEG, n02769748_113.JPEG, n02281406_139.JPEG, n03617480_34.JPEG, n04456115_290.JPEG, n02963159_239.JPEG, n02963159_268.JPEG, n03838899_58.JPEG"
a2ea778f7685be30e652abaa9ee8410abccfd8af,f3d214c79705a3288d3987f54d3e2654c821f880,458,"n04456115_279.JPEG, n03706229_129.JPEG, n03706229_367.JPEG, n02769748_113.JPEG, n02281406_139.JPEG, n03617480_34.JPEG, n04456115_290.JPEG, n02963159_239.JPEG, n02963159_268.JPEG, n03838899_58.JPEG"
a2ea778f7685be30e652abaa9ee8410abccfd8af,8327a817d5bcc230f35e9bdcdefa503ca9d1ee1b,154,"n04456115_279.JPEG, n03706229_129.JPEG, n03706229_367.JPEG, n02769748_113.JPEG, n02281406_139.JPEG, n03617480_34.JPEG, n04456115_290.JPEG, n02963159_239.JPEG, n02963159_268.JPEG, n03838899_58.JPEG"
